"BTI_REFERENCE","ISSUING_COUNTRY","START_DATE_OF_VALIDITY","END_DATE_OF_VALIDITY","NOMENCLATURE_CODE","CLASSIFICATION_JUSTIFICATION","STATUS","INVALIDATION_REASON","INVALIDATION_JUSTIFICATION","LANGUAGE","PLACE_OF_ISSUE","DATE_OF _ISSUE","NAME_AND_ADDRESS","DESCRIPTION_OF_GOODS","KEYWORDS"
"FIBTIFI001210-2024-BTI79","FI","27/09/2024","26/09/2027","2106909285************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2106 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
21 ryhmän lisähuomautus 5.
Komission täytäntöönpanoasetus (EU) N:o 764/2014.
(EUVL L 209, 16.7.2014, ss. 5-6).
Komission täytäntöönpanoasetus (EU) N:o 749/2012.
(EUVL L 222, 18.8.2012, s.1).
Harmonoidun järjestelmän selitykset, nimike 2106.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).
Yhdistetyn nimikkeistön selittävät huomautukset, 21 ryhmä, alanimike 2106 90 92.
Yhdistetyn nimikkeistön selittävät huomautukset, nimike 3004.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/yhdistetyn-nimikkeiston-selittavat-huomautukset).","VALID","","","fi","","26/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on vaaleanharmaa tabletti, joka koostuu kitosaanista ja tabletinvalmistuksen lisäaineista. Se sisältää runsaasti kuitua (polyglukosamiini) ja on tarkoitettu apuvalmisteeksi ylipainon hallintaan ja laihduttamiseen runsaasti rasvaa sisältävässä ruokavaliossa. Tuotteella ei kuitenkaan ole ilmoituksen mukaan terapeuttisia tai ennalta ehkäiseviä vaikutuksia. Tuote toimitetaan vähittäismyyntiä varten pakattuna muoviseen läpipainopakkaukseen, jonka ulkopakkauskääre on pahvia. Vähittäismyyntipakkaus sisältää 64 tablettia ja yksi tabletti painaa 500 mg. Pakkaus sisältää käyttöohjeen ja annosteluohjeen.","AS PILLS,FOOD SUPPLEMENTS,FIBRES,CELLULOSE,SILICON DIOXIDE,FOR HUMAN CONSUMPTION,PUT-UP IN PACKINGS,PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2024-BTI73","FI","11/09/2024","10/09/2027","21069098**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2106 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 21 lisähuomautus 1.
Harmonoidun järjestelmän selitykset, nimike 2106, kohta 12. (https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).
Tullilaboratorion tutkimusseloste Nro 24-02832 / 1193736.","VALID","","","fi","","10/09/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on punaista ja viskoosia, puolukan makuista energiajuomatiivistettä, joka nautitaan veteen laimennettuna piristävänä juomana. Tuote sisältää mm. vettä, puolukkatäysmehutiivistettä, tärkkelystä, guaranauutetta ja makeutusainetta. Tuote nautitaan veteen (1,5 dl) laimennettuna ja se on pakattu yksittäisiin 20 g:n annospusseihin. Yksi myyntipakkaus, eli pahvilaatikko, sisältää 7 x 20 g annospussia. Energiajuomatiivisteellä on korkea kofeiinipitoisuus (67 mg/ 100 ml).","CAFFEINE,GUARANA,COWBERRIES,GASKETS,PUT-UP IN PACKINGS,WITH STARCH,WATER,FOR DRINK PREPARATION,PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2024-BTI88","FI","01/11/2024","31/10/2027","9031808000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 9031 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Komission täytäntöönpanoasetus (EU) 1212/2013","VALID","","","fi","","01/11/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Aktiivisuuden-, palautumisen- ja unen seurantaan tarkoitettua puettavaa teknologiaa. Ei näyttöä. Laite mittaa esim. sykettä, ihon lämpötilaa, askelten määrää ja energiankulutusta. Mukana tulee kiinnittämiseen käytettävä tekstiilinauha sekä USB-latauskaapeli. Laite kommunikoi Bluetoothilla puhelimien yms. laitteiden kanssa, joihin voidaan asentaa käyttöliittymiksi yhteensopivia sovelluksia. Paino 13grammaa.","FOR SLEEP,ELECTRONIC MEASURING INSTRUMENTS,FOR MEASURING TEMPERATURE,HEARTBEAT SENSORS,HEART RHYTHM MONITORING DEVICES"
"FIBTIFI001210-2024-BTI91","FI","13/11/2024","12/11/2027","8431498090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8431 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, XVI jakson yleisohjeet 2 huomautus. 
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","13/11/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","STS-nosturin päävaunu sisältäen kantavat teräsrakenteet, kiskopyörät, kulkutiet jne. Päävaunu on osa nosturia ja se mahdollistaa nostetun kuorman horisontaalisen ja vertikaalisen liikkeen. Maalattuja hitsaamalla valmistettuja teräsrakenteita, joissa koneistettuja akseleita ja pyöriä. Arvioitu kokonaispaino on noin 13500kg.","CRANES,FOR LIFTING,GANTRY CRANES,FREIGHT CONTAINERS,FOR PORTS"
"FIBTIFI001210-2026-BTI16","FI","24/02/2026","23/02/2029","85371091**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8537 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).","VALID","","","fi","","24/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","AC-latausjärjestelmän latauspiste sähköajoneuvoille. Mahdollistaa sähköajoneuvojen AC-latauksen. Latauspiste voi ladata jopa 22 kW teholla riippuen järjestelmästä ja kaapelista. Yksi tai kaksi AC-latauslähtöä sekä mahdollinen maksuterminaali. Metallirunko käyttöliittymällä, jonka sisällä sähköisiä komponentteja ja johon latauskaapelit kytketään. Toimitetaan joko latauskaapelien kanssa tai ilman.","TRACTION ACCUMULATORS,STATIC CONVERTERS,ELECTRICITY CONTROL BOARDS,ELECTRIC CAR,ELECTRICAL TRANSFORMERS"
"FIBTIFI001210-2026-BTI22","FI","27/02/2026","26/02/2029","2202100000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 2202 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 22 lisähuomautus 1.
Yhdistetyn nimikkeistön selittävät huomautukset, nimike 2105 ja 2202 10 00 (https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","26/02/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Mehujään valmistukseen tarkoitettu tuote, joka on nestemäisessä muodossa. Tuote on pakattuna 70 ml:n tetroihin ja yksi vähittäismyyntipakkaus sisältää 8 tetraa. Asiakas pakastaa tuotteen kotonaan, jolloin saadaan valmiita mehujäitä.

Tuotteen ilmoitetut ainesosat ovat mm.: vesi, sokeri, hedelmämehu tiivisteestä (mm. appelsiini), luontainen aromi, väriaine, säilöntä- ja hapettumisenestoaine ja makeutusaineet.","SUGARS,PUT-UP IN PACKINGS,FRUITS,FRUIT JUICES,NON ALCOHOLIC BEVERAGES,WATER,SEASONED"
"FIBTIFI001210-2026-BTI7","FI","31/01/2026","30/01/2029","5603929090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 5603 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2025/1926, julkaisupäivä 31.10.2025, Euroopan unionin virallinen lehti, L-sarja).
XI jakson alanimikehuomautus 2, XI jakson huomautus 2 ja 7.
Nimikkeen 5603 Harmonoidun järjestelmän selitykset.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).
Tullilaboratorion tutkimusseloste nro 25-03209.","VALID","","","fi","","30/01/2026","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Puhdistusliina, kuitukangasta. Liina on suorakaiteen muotoinen ja sen koko on 40 x 60 cm. Liinan reunoja ei ole viimeistelty. Tavara on sovittamaton. Asiakkaan antamien tietojen mukaan liina on kertakäyttöinen ja sitä käytetään pintojen puhdistamiseen.","CLEANING CLOTHS,FOR REFINING,FOR CLEANING,DISPOSABLE,NONWOVENS,OF NONWOVEN,OF MAN-MADE TEXTILE MATERIAL,AS RECTANGLES,NOT MADE UP,NOT COATED, EXCEPT PAPER,TEXTILE ARTICLES"
"FIBTIFI001210-2023-BTI43","FI","01/06/2023","31/05/2026","85334090**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8533 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).","VALID","","","fi","","30/05/2023","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tavara on erilaisiin ajoneuvo- ja teollisuussovelluksiin käytettävä ohjaussauva, jonka toiminta perustuu potentiometriin. Paino noin 1,1 kg.","JOYSTICKS,POTENTIOMETERS,CONTROLLERS,FOR PUBLIC WORKS,FOR ELECTRIC CONTROL"
"FIBTIFI001210-2023-BTI48","FI","14/06/2023","13/06/2026","8310000000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8310 teksti.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).
Harmonoidun järjestelmän selitykset, nimike 8310 .
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","13/06/2023","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tavara koostuu kolmesta ruostumattomasta teräksestä valmistetusta laatasta, jotka on pakattu vähittäismyyntiä varten pahvirasiaan. Laattojen mitat ovat noin 12,5 cm x 7,5 cm x 0,2 cm. Laattojen etupinnat on pinnoitettu mustiksi. Niihin on kaiverrettu pysty- ja vaakasuoria viivoja, joista muodostuu 24 tasakokoista ruutua. Jokainen ruutu on numeroitu yhdestä kahteenkymmeneenneljään. Ruuduissa on tilaa lisäkaiverrukselle. Pakkauksessa on myös kaivertamiseen tarkoitettu kynää muistuttava, kädessä pidettävä kaiverrustyökalu, joka toimii sähkömoottorilla. Työkalussa on uudelleenladattava akku ja kaiverrusterä. Työkalun runko on epäjaloa metallia.
Ostaja kaivertaa tai kaiverruttaa laattoihin ns. seed phrasen, joka toimii hänen kryptovaluuttojensa salasanana.","OF BASE METALS,AS SHEETS,PAINTED,ENGRAVED,GOUGES"
"FIBTIFI001210-2023-BTI52","FI","21/06/2023","20/06/2026","39201025**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 3920 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).
39. ryhmän huomautukset 1 ja 10. VII jakson huomautus 2.
Harmonoidun järjestelmän selitykset, nimike 3920.
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","20/06/2023","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Tuote on pakkausmuovirulla pehmopaperien pakkaamista varten. Pakkausmuovi on suorakaiteenmuotoista levyä, joka on rullattu kartonkihylsyn ympärille. Tuotteeseen on painettu tiedot pakattavasta tuotteesta. Kyseistä pakkausmuovia on saatujen tietojen mukaan eri kokoja, riippuen pakattavien wc-paperirullien määrästä (1 - 24 kpl), tuotemerkistä sekä rullakoosta.","OF PLASTICS,PLASTICS,REELED,MACHINE-PRINTED,NOT PUT UP FOR RETAIL SALE,FOR PACKAGING GOODS,FOR INDUSTRIAL USE"
"FIBTIFI001210-2024-BTI43","FI","12/04/2024","11/04/2027","6201401090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 6201 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
XI jakson alanimikehuomautus 2 ja XI jakson huomautus 2.
62 ryhmän huomautus 9.
Harmonoidun järjestelmän selitykset, nimike 6201
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).
Yhdistetyn nimikkeistön selittävät huomautukset, nimike 6201
(https://tulli.fi/tietoa-tullista/tullin-toiminta/yhdistetyn-nimikkeiston-selittavat-huomautukset).","VALID","","","fi","","11/04/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Miesten takki. Asiakkaan antamien tietojen mukaan takki on valmistettu kudotusta kankaasta, jonka materiaali on tekokuitua/puuvillaa. Takissa on 
- säädettävä huppu, 
- kaksi rintataskua, joissa on sulkemisvälineenä vetoketju,
- hihansuissa kuminauhakiristys.
Takkia käytetään uloimpana kerroksena suojaamaan alla olevia kerroksia kastumiselta ja likaantumiselta.","COATS, GARMENTS,WITH LONG SLEEVES,WITH HOOD,FOR MEN,LEFT OVER RIGHT,COVERING UPPER PART OF BODY,UPPER PART, GARMENTS,WITH POCKET,WOVEN FABRICS,OF MAN-MADE TEXTILE MATERIAL,OF COTTON"
"FIBTIFI001210-2024-BTI97","FI","02/12/2024","01/12/2027","8431498090************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 8431 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2023/2364, julkaisupäivä 31.10.2023, Euroopan unionin virallinen lehti, L-sarja).
Harmonoidun järjestelmän selitykset, XVI jakson yleisohjeet 2 huomautus. 
(https://tulli.fi/tietoa-tullista/tullin-toiminta/harmonoidun-jarjestelman-selityksia).","VALID","","","fi","","02/12/2024","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","STS-nosturin apuvaunut sisältäen apuvaunujen kantavat teräsrakenteet, kiskopyörät jne. Apuvaunut ovat osa nosturia ja niiden tehtävä on kannatella nostoköysiä. Maalattuja hitsaamalla valmistettuja teräsrakenteita, joissa koneistettuja akseleita ja pyöriä. Arvioitu kokonaispaino on noin 2200 kg.","CRANES,FOR LIFTING,GANTRY CRANES,FREIGHT CONTAINERS,FOR PORTS"
"FIBTIFI001210-2025-BTI21","FI","07/03/2025","06/03/2028","2710194229************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6. 
Nimikkeen 2710 teksti ja sen alanimikkeiden tekstit. 
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 27 huomautus 2.
Ryhmän 27 lisähuomautukset 2 d ja e.
Harmonoidun järjestelmän selitykset, ryhmän 27 yleisohjeet (https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).
Yhdistetyn nimikkeistön selittävät huomautukset, ryhmän 27 huomautuksen 2 selityksen kohta 2.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","06/03/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Uusiutuva raakalentopetroli (crude renewable jet fuel), josta jatkojalostetaan uusiutuvaa lentopolttoainetta. Tuote on parafiininen kaasuöljy, joka on valmistettu vetykäsittelyllä. Ulkonäöltään tuote on kirkasta nestettä, jonka haju on mieto. Raaka-aineina käytetään mm. elintarviketeollisuuden eläin- ja kalarasvajätettä, käytettyä paistorasvaa, kasviöljyä (esim. raakapalmuöljy) ja kasviöljytuotannon jätteitä ja tähteitä (esim. palmuöljyn rasvahappotisle PFAD) sekä teknistä maissiöljyä. Lopputuotteen laatu on aina sama riippumatta siitä, mitä raaka-ainetta valmistuksessa on käytetty.","AS LIQUID,BIOFUEL,RESIDUES OF VEGETABLE FATS OR OILS,HYDROCARBONS,OILS,FOR INDUSTRIAL USE,FOR CHEMICAL ENGINEERING,NOT PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2025-BTI22","FI","07/03/2025","06/03/2028","2710194229************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6. 
Nimikkeen 2710 teksti ja sen alanimikkeiden tekstit. 
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 27 huomautus 2.
Ryhmän 27 lisähuomautukset 2 d ja e.
Harmonoidun järjestelmän selitykset, ryhmän 27 yleisohjeet (https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).
Yhdistetyn nimikkeistön selittävät huomautukset, ryhmän 27 huomautuksen 2 selityksen kohta 2.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","06/03/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tuote on parafiininen kaasuöljy (uusiutuva diesel), joka on valmistettu vetykäsittelyllä. Ulkonäöltään tuote on kirkasta nestettä, jonka haju on mieto. Raaka-aineina käytetään mm. elintarviketeollisuuden eläin- ja kalarasvajätettä, käytettyä paistorasvaa, kasviöljyä (esim. raakapalmuöljy) ja kasviöljytuotannon jätteitä ja tähteitä (esim. palmuöljyn rasvahappotisle PFAD) sekä teknistä maissiöljyä. Lopputuotteen laatu on aina sama riippumatta siitä, mitä raaka-ainetta valmistuksessa on käytetty.","AS LIQUID,BIOFUEL,RESIDUES OF VEGETABLE FATS OR OILS,HYDROCARBONS,OILS,DIESEL FUEL,NOT PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2025-BTI23","FI","07/03/2025","06/03/2028","2710194229************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6. 
Nimikkeen 2710 teksti ja sen alanimikkeiden tekstit. 
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 27 huomautus 2.
Ryhmän 27 lisähuomautukset 2 d ja e.
Harmonoidun järjestelmän selitykset, ryhmän 27 yleisohjeet (https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).
Yhdistetyn nimikkeistön selittävät huomautukset, ryhmän 27 huomautuksen 2 selityksen kohta 2.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","06/03/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Parafiininen kaasuöljy (uusiutuva lentopolttoaine), joka on valmistettu vetykäsittelyllä. Ulkonäöltään tuote on kirkasta nestettä, jonka haju on mieto. Raaka-aineina käytetään mm. elintarviketeollisuuden eläin- ja kalarasvajätettä, käytettyä paistorasvaa, kasviöljyä (esim. raakapalmuöljy) ja kasviöljytuotannon jätteitä ja tähteitä (esim. palmuöljyn rasvahappotisle PFAD) sekä teknistä maissiöljyä. Lopputuotteen laatu on aina sama riippumatta siitä, mitä raaka-ainetta valmistuksessa on käytetty.","AS LIQUID,BIOFUEL,RESIDUES OF VEGETABLE FATS OR OILS,HYDROCARBONS,OILS,NOT PUT UP FOR RETAIL SALE"
"FIBTIFI001210-2025-BTI25","FI","18/03/2025","17/03/2028","73045189**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 7304 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
Ryhmän 72 huomautus 1 f.
Harmonoidun järjestelmän selitykset, ryhmän 72 yleisohjeiden kohta IV B toinen kappale ja kohta IV C 2. Nimikkeen 7304 31 alanimikeselitys. 

Yhdistetyn nimikkeistön selittävät huomautukset, nimike 7304 31 20.
(https://tulli.fi/tutustu-tulliin/aineistot/kasikirjat).","VALID","","","fi","","17/03/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on saumaton kuumapursotuksella ja kylmävetämällä muokattu putki. Putkessa on ulkopuolella korroosiota kestävä pintakerros. Pintakerros ja putki on valmistusprosessissa sidottu toisiinsa metallurgisesti. Pintakerros vastaa pleterointia. Putken sisäpinta on raepuhallettu ja ulkopinta raepuhallettu ja/tai peitattu.

Putken ulkohalkaisija on 63,5 mm ja seinämäpaksuus 6,53 mm. Putken pituus on 9 – 10,5 m. Putken ulkopinnan pinnoituksen paksuus on 1,65 mm.","CERAMIC PIPES,PLATED,COLD FORMED,ALLOY STEELS,IN THE PIECE"
"FIBTIFI001210-2025-BTI55","FI","26/06/2025","25/06/2028","84798997**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 2a ja 6.
Nimikkeen 8479 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
XVI jakson lisähuomautus 1","VALID","","","fi","","25/06/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on valokuvafilmien digitoinnissa käytettävä kehys, jonka tehtävänä on pitää digitoitava valokuvanegatiivi tai –positiivi paikallaan ja tasaisena digitaalisella kameralla kuvattaessa. Tavara on pakattu kokoamattomana vähittäismyyntipakkaukseen, joka sisältää seuraavat osat:
- laitteen runko (terästä)
- 2 kappaletta M4-ruuveja (käsin kiristettäviä) erikseen myytävien kehyslaattojen kiinnittämiseksi kehykseen
- neljä tassua (käytetään, mikäli laitetta ei käytetä yhdessä erikseen myytävän valolähteen kanssa)
- kaksi akselia (terästä)
- kaksi muovista käsipyörää akselien kääntämiseen sekä niiden kiinnitysruuvit
- yksi kaksimillinen kuusiokoloavain käsipyörien kiinnitysruuvien kiinnittämiseen
- neljä kumirullaa (akseleihin) ja neljä vararullaa","MECHANICAL,OF STEEL,HAND OPERATED,FRAMES,MODULAR"
"FIBTIFI001210-2025-BTI60","FI","26/06/2025","25/06/2028","84798997**************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1, 2a ja 6.
Nimikkeen 8479 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, komission täytäntöönpanoasetus (EU) 2024/2522, julkaisupäivä 31.10.2024, Euroopan unionin virallinen lehti, L-sarja).
XVI jakson huomautus 4.
XVI jakson lisähuomautus 1.","VALID","","","fi","","25/06/2025","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
FI-00101 Helsinki
FI","Tavara on kokonaisuus, joka on tarkoitettu filmille valotettujen mustavalko- ja värinegatiivien, -positiivien ja diojen digitaaliseen kuvaamiseen ilman tietokoneeseen liitettävää skanneria. Se on pakattu kokoamattomana vähittäismyyntipakkaukseen, joka sisältää seuraavat osat:
- laitteen runko, jossa valolähde ja diffuusori valon jakamiseksi tasaisesti koko kuvattavan filmin alalle
- yksi 10 mm mittainen muoviputki, halkaisija 62 mm
- yksi 20 mm mittainen muoviputki, halkaisija 62 mm
- kahdesta viiteen 40 mm mittaista muoviputkea, halkaisija 62 mm
- seitsemän erikokoista soviterengasta, jotka sopivat etulinssin halkaisijaltaan erilaisten objektiivien suodatinkierteisiin ja joilla kiinnitetään pakkaukseen sisältyviä muoviputkia objektiiviin
- USB-C-latauskaapeli
- kuusiokoloavain filmipidikkeen kiinnitysruuvin avaamiseen ja sulkemiseen

Kuvaamiseen tarkoitettu kamera ja objektiivi eivät kuulu tähän päätökseen.

Kokonaisuus on tarkoitettu pitämään digikuvattava filminegatiivi- tai –positiiviliuska tai kehystetty dia täsmälleen halutussa kohdassa suhteessa digikameraan ja valaisemaan kuvattava ruutu tasaisesti.","MECHANICAL,OF STEEL,HAND OPERATED,FRAMES,MODULAR"
"FIBTIFI001210-2023-BTI51","FI","19/06/2023","18/06/2026","6210400000************","Yhdistetyn nimikkeistön yleiset tulkintasäännöt 1 ja 6.
Nimikkeen 6210 teksti ja sen alanimikkeiden tekstit.
(Yhdistetty nimikkeistö, Euroopan unionin virallinen lehti L 282, 31.10.2022).
59 ryhmän huomautus 2.
62 ryhmän huomautus 9.
62 ryhmän huomautus 6.
Harmonoidun järjestelmän selitykset, nimike 6210.","VALID","","","fi","","16/06/2023","FI001210 Ulkomaankauppa- ja verotus Tulli
Opastinsilta 12 PL 512
00101 Helsinki
FI","Miesten sadehousut. Asiakkaan antamien tietojen ja toimitetun näytteen perusteella
- housujen kangas on muovilla päällystettyä kudottua kangasta (tekokuitua), päällystäminen on paljain silmin nähtävissä, 
- housuissa on tarranauhalla ja nepparilla suljettava sepalus, joka suljetaan siten, että vasen reuna peittää oikean,
- vyötärökujassa on säädettävä kuminauhakiristys,
- lahkeissa on tarranauhoitus, jolla lahkeen leveyttä saadaan säädettyä,
- housujen edessä on kaksi tarranauhalla suljettavaa aukkoa, jotka mahdollistavat pääsyn sadehousujen alla pidettävien housujen taskuihin.","WATERPROOF TROUSERS,TROUSERS,FOR MEN,LEFT OVER RIGHT,LOWER PART, GARMENTS,FOR CLOSING,VELCRO STRAPS,WITH VELCRO,WOVEN FABRICS,OF MAN-MADE TEXTILE MATERIAL,COATED, EXCEPT PAPER,PLASTICS"
